"Maker","BeanOrigin","REF","ReviewDate","CocoaPercentage","CompanyLocation","Rating","RatingLevel"
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Low"
"Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Low"
"Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"High"
"Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Low"
"Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Low"
"Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Low"
"Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Low"
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"Low"
"Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"Low"
"Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"Low"
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"Low"
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"High"
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Low"
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Low"
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Low"
"Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"High"
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"High"
"Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"High"
"Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Low"
"Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"High"
"Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"Low"
"Fruition","Peru",863,2012,70,"U.S.A.",2.5,"Low"
"Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Low"
"Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"Low"
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Low"
"Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Low"
"Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"High"
"Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Low"
"Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Low"
"Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Low"
"Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"Low"
"Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Low"
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,"Low"
"Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"Low"
"Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"Low"
"Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Low"
"Green & Black's (ICAM)","Dark",15,2006,70,"U.K.",2.5,"Low"
"Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"Low"
"Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Low"
"Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Low"
"Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Low"
"Guido Castagna","Arriba",355,2009,64,"Italy",3,"Low"
"Guido Castagna","Ghana",355,2009,64,"Italy",3,"Low"
"Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"Low"
"Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"Low"
"Guido Castagna","Blend",355,2009,64,"Italy",3.25,"Low"
"Guittard","Epique, Blend No. 49",1602,2015,70,"U.S.A.",3.75,"High"
"Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,"Low"
"Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,"Low"
"Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Low"
"Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"Low"
"Guittard","Coucher du Soleil",654,2011,72,"U.S.A.",2.75,"Low"
"Guittard","Lever du Soleil",654,2011,61,"U.S.A.",3.25,"Low"
"Guittard","Onyx",654,2011,72,"U.S.A.",3.25,"Low"
"Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Low"
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"Low"
"Guittard","Nocturne",387,2009,91,"U.S.A.",3,"Low"
"Guittard","Complexite",387,2009,70,"U.S.A.",3.5,"Low"
"Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"Low"
"Guittard","Special Maker Reserve",276,2008,64,"U.S.A.",3,"Low"
"Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"Low"
"Guittard","Quetzalcoatl",147,2007,72,"U.S.A.",3.5,"Low"
"Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Low"
"Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Low"
"Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Low"
"Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Low"
"Guittard","Tsaranta",93,2006,61,"U.S.A.",3.5,"Low"
"Guittard","Semisweet",99,2006,61,"U.S.A.",3,"Low"
"Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,"Low"
"Habitual","Campesino w/ nibs",1197,2014,74,"Canada",2.75,"Low"
"Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"Low"
"Habitual","Trinitario",1197,2014,70,"Canada",3.5,"Low"
"Habitual","Downtown London",1201,2014,65,"Canada",2.75,"Low"
"Habitual","Africa meets Latina",1201,2014,70,"Canada",3,"Low"
"Habitual","Amazonas",1201,2014,80,"Canada",3,"Low"
"Habitual","Sharkey",1201,2014,66,"Canada",3.25,"Low"
"Habitual","one hundred",1205,2014,100,"Canada",2,"Low"
"Hachez","Arriba",166,2007,77,"Germany",2.5,"Low"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Low"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Low"
"Haigh","South America and Africa",701,2011,70,"Australia",3,"Low"
"Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,"Low"
"Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,"Low"
"Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,"Low"
"Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,"Low"
"Heilemann","Peru",1876,2016,64,"Germany",2.75,"Low"
"Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Low"
"Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Low"
"Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Low"
"Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Low"
"Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"High"
"Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,"High"
"Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,"Low"
"Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"Low"
"Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"Low"
"Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"High"
"Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"High"
"hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Low"
"hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Low"
"hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,"Low"
"hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Low"
"hexx","Venezuela",1546,2015,70,"U.S.A.",3,"Low"
"hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,"Low"
"hexx","Peru",1550,2015,70,"U.S.A.",3.25,"Low"
"Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Low"
"Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Low"
"Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Low"
"Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Low"
"Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Low"
"Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Low"
"Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Low"
"Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Low"
"Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Low"
"Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,"Low"
"Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,"Low"
"Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Low"
"Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Low"
"Holy Cacao","Mara",1466,2015,70,"Israel",3.5,"Low"
"Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,"Low"
"Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,"Low"
"Holy Cacao","San Martin",431,2009,70,"Israel",3.5,"Low"
"Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,"High"
"Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,"Low"
"Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,"Low"
"Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"High"
"Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"Low"
"Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Low"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Low"
"Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,"Low"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Low"
"Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,"Low"
"Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Low"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"Low"
"Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,"Low"
"Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Low"
"Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,"Low"
"Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Low"
"Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,"Low"
"Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Low"
"Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Low"
"Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Low"
"Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Low"
"Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Low"
"Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"High"
"Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,"Low"
"Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Low"
"Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"High"
"Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"High"
"Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"High"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,"High"
"Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Low"
"Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"High"
"Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"High"
"Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Low"
"Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"High"
"Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"High"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,"High"
"Indah","India (south)",1788,2016,61,"India",2.5,"Low"
"Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,"Low"
"Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,"Low"
"Indi","Honduras",1255,2014,77,"U.S.A.",3,"Low"
"iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Low"
"iQ Chocolate","black label",943,2012,72,"Scotland",3,"Low"
"Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Low"
"Isidro","Peru",1279,2014,72,"U.S.A.",2.25,"Low"
"Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Low"
"Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,"Low"
"Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Low"
"Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,"Low"
"Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Low"
"Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Low"
"Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Low"
"Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Low"
"Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,"High"
"Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,"Low"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,"Low"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,"Low"
"Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,"Low"
"Kakao","Peru",837,2012,64,"Germany",2.5,"Low"
"Kakao","Vanuatu",387,2009,65,"Germany",3.75,"High"
"Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,"Low"
"Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,"Low"
"Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,"Low"
"Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,"Low"
"Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,"Low"
"Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,"Low"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,"Low"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,"Low"
"Kaoka (Cemoi)","Noir",404,2009,70,"France",2.75,"Low"
"Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,"Low"
"Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,"High"
"Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,"Low"
"Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Low"
"Kto","San Martin",1422,2014,72,"U.S.A.",2.5,"Low"
"Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,"Low"
"Kto","Belize",1422,2014,72,"U.S.A.",3,"Low"
"Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Low"
"Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Low"
"Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,"Low"
"Kto","ROIG",1426,2014,72,"U.S.A.",3.25,"Low"
"K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,"Low"
"K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Low"
"K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,"High"
"K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"High"
"Kyya","Uganda",1359,2014,72.5,"U.S.A.",2.5,"Low"
"Kyya","Hispaniola",1359,2014,72.5,"U.S.A.",3,"Low"
"Kyya","Ecuador",1363,2014,72.5,"U.S.A.",2.5,"Low"
"Kyya","Madagascar",1363,2014,72.5,"U.S.A.",3,"Low"
"L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,"Low"
"L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,"High"
"L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"High"
"L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,"High"
"L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Low"
"L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,"High"
"L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,"Low"
"L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Low"
"L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,"Low"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Low"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Low"
"La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Low"
"La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Low"
"La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,"Low"
"La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,"Low"
"La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,"Low"
"La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,"Low"
"La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Low"
"La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Low"
"La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Low"
"La Maison du Chocolat (Valrhona)","Kuruba",439,2009,60,"France",3,"Low"
"La Maison du Chocolat (Valrhona)","Orinoco",445,2009,60,"France",3.75,"High"
"La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Low"
"La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,"Low"
"La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,"Low"
"Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Low"
"Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Low"
"Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,"Low"
"Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,"Low"
"Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,"Low"
"Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Low"
"Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,"Low"
"Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"High"
"Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,"Low"
"Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,"Low"
"Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Low"
"Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,"Low"
"L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Low"
"L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Low"
"L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Low"
"L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Low"
"Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,"Low"
"Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,"Low"
"Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,"Low"
"Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,"Low"
"Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Low"
"Letterpress","San Andres",1566,2015,70,"U.S.A.",3,"Low"
"Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,"Low"
"Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,"Low"
"Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Low"
"Levy","Sambirano",1231,2014,71,"Finland",3.5,"Low"
"Lilla","Madagascar",1856,2016,70,"Finland",3,"Low"
"Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Low"
"Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Low"
"Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,"High"
"Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,"Low"
"Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,"Low"
"Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Low"
"Lindt & Sprungli","Excellence (US Version)",157,2007,85,"Switzerland",3,"Low"
"Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,"Low"
"Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,"High"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,"Low"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,"High"
"Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,"Low"
"Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,"Low"
"Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,"Low"
"Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,"Low"
"Luker","Selva",552,2010,46,"Colombia",2.75,"Low"
"Luker","Macondo",552,2010,60,"Colombia",3,"Low"
"Luker","Misterio",552,2010,58,"Colombia",3,"Low"
"Luker","Santander",552,2010,65,"Colombia",3.5,"Low"
"Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,"Low"
"Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,"Low"
"Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Low"
"Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"High"
"Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"High"
"Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Low"
"Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,"Low"
"Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,"Low"
"Madre","Brazil",1085,2013,70,"U.S.A.",3.5,"Low"
"Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,"Low"
"Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,"Low"
"Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,"Low"
"Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Low"
"Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,"Low"
"Madre","Dominican",672,2011,70,"U.S.A.",2.5,"Low"
"Madre","Upala",693,2011,70,"U.S.A.",2.75,"Low"
"Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,"Low"
"Maglio","Africa",300,2008,75,"Italy",2,"Low"
"Maglio","Ecuador",308,2008,70,"Italy",3,"Low"
"Maglio","Cuba",308,2008,70,"Italy",3.25,"Low"
"Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"High"
"Majani","Ecuador",531,2010,70,"Italy",2,"Low"
"Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Low"
"Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Low"
"Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Low"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,"Low"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Low"
"Malmo","Chuao",1856,2016,70,"Sweden",3,"Low"
"Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,"Low"
"Mana","Peru",1219,2014,74,"U.S.A.",2.5,"Low"
